p_id,title,category,brand,attributes
6391475.0,بشقاب خورش خوری چینی زرین ایران مدل ایتالیا 22 فلورانس درجه یک بسته شش عددی,بشقاب,چینی زرین ایران,"برند چینی زرین ایران, قیمت 8730000.0 تومان, امتیاز 93.4 از 31.0 نظر, موجود در انبار"
5740120.0,کتاب حماسه هویزه اثر نصرت‌الله محمودزاده انتشارات جنات فکه ,کتاب زندگینامه و دایره المعارف,انتشارات جنات فکه,"برند انتشارات جنات فکه, امتیاز 100.0 از 1.0 نظر"
5177810.0,وایر شمع پی اس پی مناسب برای MVM 110/4 مدل AUT بسته 4 عددی,وایر شمع,متفرقه,برند متفرقه
6479947.0,ست کلاه و شال گردن بافتنی مدل فرانسوی کد 109,سرپوش زنانه و مردانه,متفرقه,"برند متفرقه, امتیاز 80.6 از 277.0 نظر"
139276.0,ساختنی پلی‌ موبیل مدل Musical Clowns 4787,ساختنی,پلی موبیل,برند پلی موبیل
11262764.0,قنداق نوزادی سامر مدل Su54090 بسته 3 عددی,سرویس خواب کودک و نوزاد,سامر,برند سامر
4404801.0,ساندویچ ژامبون گوشت هشتاد درصد با پنیر کاپو - 1 عدد,غذای آماده یخچالی و منجمد,کاپو,"برند کاپو, امتیاز 80.8 از 256.0 نظر, ارسال سریع"
946997.0,شامپو اویدرم مدل Evivolume حجم 250 میلی لیتر,شامپو مو,اویدرم,"برند اویدرم, قیمت 1548000.0 تومان, امتیاز 83.2 از 545.0 نظر, موجود در انبار"
6062260.0,ژل شستشو صورت تاپ شاپ مدل Free paraben حجم 300 میلی لیتر,پاک کننده آرایش صورت,تاپ شاپ,"برند تاپ شاپ, قیمت 1150000.0 تومان, امتیاز 85.0 از 117.0 نظر, موجود در انبار, دیجی‌پلاس"
1109437.0,کنتاکتور 32 آمپر اشنایدر الکتریک مدل LC1D32,قطعات الکترونیکی,متفرقه,"برند متفرقه, امتیاز 73.6 از 25.0 نظر"
6230486.0,ظرف یکبار مصرف مدل فومی بسته 300 عددی,لوازم یکبار مصرف آشپزخانه,متفرقه,"برند متفرقه, امتیاز 80.0 از 17.0 نظر"
3575386.0,منبع اگزوز مدل B520,اگزوز,متفرقه,"برند متفرقه, امتیاز 89.4 از 1240.0 نظر"
2932701.0,عروسک طرح اسب تک شاخ یونیکورن ایستاده ارتفاع 48 سانتی متر,عروسک,متفرقه,"برند متفرقه, امتیاز 78.0 از 832.0 نظر"
363275.0,غذای خشک گربه رویال کنین مدل Sterilized وزن 2 کیلوگرم,غذای خشک گربه,رویال کنین,"برند رویال کنین, قیمت 42300000.0 تومان, امتیاز 84.0 از 31.0 نظر, موجود در انبار"
7085174.0,پوستر دیواری سه بعدی مدل پشت تلوزیون,کاغذ دیواری,متفرقه,برند متفرقه
10110914.0,دوربین دیجیتال بدون آینه کانن مدل EOS R10 با لنز ۱۸ - ۱۵۰ میلی‌متر f/3.5 - f/6.3,دوربین عکاسی,کانن,"برند کانن, قیمت 1089900000.0 تومان, امتیاز 84.0 از 5.0 نظر, موجود در انبار"
6038565.0,پودر کائولین سپیدان مدل wp95 وزن 10 کیلوگرم,سموم گیاهی و جانوری,متفرقه,"برند متفرقه, امتیاز 85.8 از 14.0 نظر"
15761192.0,کاور مدل مگ سیف مناسب برای گوشی موبایل اپل iphone 15 Pro Max,کیف و کاور گوشی,متفرقه,"برند متفرقه, قیمت 935000.0 تومان, امتیاز 77.0 از 20.0 نظر, موجود در انبار"
682074.0,ترک بند دوچرخه مدل SG,قطعات دوچرخه,متفرقه,"برند متفرقه, امتیاز 76.0 از 51.0 نظر"
9846061.0,مایع تمیز کننده سقف خودرو هکش کد 206405 حجم 400 میلی لیتر,واکس، پولیش و تمیزکننده خودرو,متفرقه,"برند متفرقه, امتیاز 76.0 از 5.0 نظر"
1605497.0,جا شمعی طرح فانوس مدل Mhr,شمعدان,متفرقه,"برند متفرقه, قیمت 807500.0 تومان, امتیاز 83.0 از 637.0 نظر, موجود در انبار, دیجی‌پلاس"
6382060.0,کاور مدل TD-T561 مناسب برای تبلت سامسونگ Galaxy Tab E 9.6 - T560 / T561,کیف و کاور تبلت,متفرقه,برند متفرقه
5146566.0,فلفل قرمز سلوا - 200 گرم,ادویه‌های ارگانیک,سلوا,برند سلوا
13005877.0,محافظ لنز دوربین بوف مدل HD-ColorLenz مناسب برای گوشی موبایل اپل Iphone 15 Pro Max / 15 Pro,محافظ لنز گوشی موبایل,بوف,"برند بوف, قیمت 11060000.0 تومان, امتیاز 91.2 از 9.0 نظر, موجود در انبار"
12524405.0,ظرف نگهدارنده بلینک مکس مدل 940ml,ظرف نگهدارنده,بلینک مکس,برند بلینک مکس
4629014.0,ظرف سرو ریور مدل F-300,ظروف سرو و پذیرایی,متفرقه,برند متفرقه
11307395.0,کوله پشتی مدل لنمائو,کیف و کوله مدرسه,متفرقه,"برند متفرقه, امتیاز 85.8 از 7.0 نظر"
8503036.0,اسپری بدن سورملینا مدل 01 حجم 120 میلی لیتر,اسپری ضد تعریق,سورملینا,"برند سورملینا, امتیاز 100.0 از 2.0 نظر"
5193360.0,کفپوش سه بعدی خودرو بابل کارپت کد ksll90 مناسب برای تندر 90,کفپوش خودرو,بابل کارپت,"برند بابل کارپت, قیمت 15334100.0 تومان, امتیاز 81.8 از 22.0 نظر, موجود در انبار"
6844096.0,میوه خوری مدل گلسرخی,ظروف سرو و پذیرایی,متفرقه,"برند متفرقه, امتیاز 93.4 از 61.0 نظر"
10101664.0, ادوتویلت مردانه کراون استار مدل کاپیتان بلک حجم 155 میلی لیتر,عطر و ادکلن مردانه,کراون استار,"برند کراون استار, قیمت 2975000.0 تومان, امتیاز 55.0 از 4.0 نظر, موجود در انبار"
203121.0,آچار بکس برقی دیوالت مدل DW294-GB درایو 3/4 اینچ,آچار ضربه ای,دیوالت,برند دیوالت
13636063.0,کاور مستر قاب مدل ژله ای مناسب برای گوشی موبایل سامسونگ Galaxy M11,کیف و کاور گوشی,متفرقه,"برند متفرقه, قیمت 960000.0 تومان, موجود در انبار"
3443086.0,جعبه انگشتر پارلا باکس کد 2285,جعبه جواهرات,متفرقه,"برند متفرقه, امتیاز 72.6 از 8.0 نظر"
15521488.0,نرم کننده کلاچ پارس پلاس مدل 001 ,کیت کلاچ,متفرقه,"برند متفرقه, قیمت 4560000.0 تومان, موجود در انبار"
11187587.0,شارژر فندکی وی اسمارت مدل VS_17,شارژر تبلت و موبایل,وی اسمارت,"برند وی اسمارت, امتیاز 20.0 از 1.0 نظر"
9891650.0,شلف دیواری خونه خاص مدل محافظ فیوز طرح خطی,شلف و طبقه,خونه خاص,"برند خونه خاص, قیمت 3390000.0 تومان, امتیاز 82.8 از 255.0 نظر, موجود در انبار"
8655710.0,کاور مدل New Skin مناسب برای گوشی موبایل اپل iphone 13,کیف و کاور گوشی,متفرقه,"برند متفرقه, قیمت 1387000.0 تومان, امتیاز 80.8 از 2166.0 نظر, موجود در انبار"
6524513.0,استند لوازم آرایشی هیواد مدل SH40,استندهای آرایشی,متفرقه,"برند متفرقه, قیمت 1911000.0 تومان, امتیاز 79.4 از 641.0 نظر, موجود در انبار, دیجی‌پلاس"
117414.0,گجت تست سلامت آب سفری شیاومی مدل Mi TDS,تجهیزات جانبی سفر و کمپینگ,شیائومی,"برند شیائومی, قیمت 5810000.0 تومان, امتیاز 85.4 از 960.0 نظر, موجود در انبار"
9965529.0,پودر سدیم متا بی سولفیت مدل FG کد11 وزن 480 گرم,خاک و کود,متفرقه,"برند متفرقه, امتیاز 73.4 از 3.0 نظر"
7638502.0,قابلمه ام جی اس مدل ایتالیاB سایز 16,قابلمه و تابه,ام جی اس,"برند ام جی اس, قیمت 11200000.0 تومان, امتیاز 86.8 از 77.0 نظر, موجود در انبار"
4978220.0,بست کمربندی مدل 30CM بسته 100 عددی,لوازم بسته بندی,متفرقه,"برند متفرقه, قیمت 1050000.0 تومان, امتیاز 83.2 از 246.0 نظر, موجود در انبار"
13943115.0,فریم عینک طبی کلیک مدل مگنتی کد CL006c8,فریم عینک طبی زنانه و مردانه,کلیک,برند کلیک
6617213.0,کاور مدل APP-5 مناسب برای کیس اپل ایرپاد پرو,کیف و کاور گوشی,متفرقه,"برند متفرقه, امتیاز 100.0 از 1.0 نظر"
1626293.0,طی زمین شوی درما مدل deerma spray mop,زمین شوی,درما,"برند درما, قیمت 11550000.0 تومان, امتیاز 85.2 از 833.0 نظر, موجود در انبار"
2249144.0,پن پوست چرب پرودرما مدل Acnevest مقدار 100 گرم,صابون شستشو,پرودرما,"برند پرودرما, قیمت 1136700.0 تومان, امتیاز 83.0 از 266.0 نظر, موجود در انبار, دیجی‌پلاس"
5079036.0,ماشین بازی طرح رولزرویس مدل فانتوم,ماشین بازی,متفرقه,"برند متفرقه, امتیاز 71.2 از 9.0 نظر"
15064964.0,ماگ طرح ترید کد 174,ماگ,متفرقه,"برند متفرقه, قیمت 1440000.0 تومان, امتیاز 78.0 از 18.0 نظر, موجود در انبار"
11681635.0,ظرف ادویه سفری مدل لیمو کمپ 5,اجاق و ظرف سفری,متفرقه,"برند متفرقه, امتیاز 81.8 از 22.0 نظر"
9254768.0,انگشتر مدل گوش گربه ای,انگشتر زنانه و مردانه,متفرقه,"برند متفرقه, قیمت 1250000.0 تومان, امتیاز 82.8 از 76.0 نظر, موجود در انبار"
9304019.0,استند جا ادویه ای مدل چوبی,ارگانایزر آشپزخانه,متفرقه,"برند متفرقه, قیمت 2200000.0 تومان, امتیاز 77.0 از 376.0 نظر, موجود در انبار"
853883.0,جای کاغذ یادداشت میلانو مدل CH202S,لوازم اداری رومیزی,میلانو,"برند میلانو, قیمت 880000.0 تومان, امتیاز 87.6 از 1153.0 نظر, موجود در انبار, دیجی‌پلاس"
8258353.0,اجاق سفری سون استار مدل BK 167,اجاق و ظرف سفری,متفرقه,"برند متفرقه, قیمت 10772900.0 تومان, موجود در انبار"
8860025.0,محافظ صفحه نمایش بادیگارد مدل PMMA مناسب برای ساعت هوشمند شیائومی Mi Band 7 بسته 2 عددی,لوازم جانبی ساعت و مچ بند هوشمند,بادیگارد,"برند بادیگارد, قیمت 920000.0 تومان, امتیاز 83.2 از 304.0 نظر, موجود در انبار"
3789041.0,فیش مادگی صدا مدل TRC-M6P,سایر لوازم جانبی صوتی و تصویری,متفرقه,"برند متفرقه, امتیاز 85.0 از 8.0 نظر"
12124841.0,کفش زنانه چرم مشهد مدل j2471,کفش پاشنه دار زنانه,چرم مشهد,"برند چرم مشهد, امتیاز 100.0 از 1.0 نظر"
2230175.0,میز و صندلی ناهارخوری مدل ویکتوریا کد 098,میز و صندلی ناهارخوری,مبلمان طلایی,"برند مبلمان طلایی, امتیاز 65.8 از 7.0 نظر"
8275532.0,کفش راحتی بچگانه مدل جورابی زیره خرچنگی کد 237 رنگ کرم,کفش ورزشی دخترانه و پسرانه,متفرقه,برند متفرقه
732692.0,سرویس پخت و پز 5 پارچه عروس مدل ویکتوریا,سرویس پخت و پز,عروس,"برند عروس, امتیاز 80.2 از 302.0 نظر"
10638901.0,یخچال و فریزر دوقلو 36 فوت اسنوا مدل SN5-0190LW,یخچال فریزر,اسنوا,"برند اسنوا, امتیاز 60.0 از 1.0 نظر"
13327061.0,ست هودی و شلوار زنانه مدل تدی رنگ مشکی ,ست لباس راحتی زنانه,متفرقه,"برند متفرقه, قیمت 7341600.0 تومان, امتیاز 66.6 از 6.0 نظر, موجود در انبار, دیجی‌پلاس"
1042971.0,لیپ زیر سپر خودرو مدل سامورایی,سایر لوازم خودرو,متفرقه,"برند متفرقه, قیمت 2500000.0 تومان, امتیاز 81.0 از 264.0 نظر, موجود در انبار"
334139.0,پاستا ساز مارکاتو مدل Atlas 150,ابزار آشپزی,متفرقه,برند متفرقه
6850056.0,کتاب مغازه خودکشی اثر ژان توله انتشارات چلچله,کتاب شعر و ادبیات,انتشارات چلچله,"برند انتشارات چلچله, قیمت 659000.0 تومان, امتیاز 87.6 از 238.0 نظر, موجود در انبار"
6413827.0,كتاب اصطلاح شناسي مديريت مالي ساختار ها و مفاهيم اثر حميدرضا علمشاهي انتشارات صفار,کتاب دانشگاهی,انتشارات صفار,"برند انتشارات صفار, امتیاز 90.0 از 2.0 نظر"
13148169.0,گوشواره زنانه مدل تمام سنگ مجلسی کد 4878524,گوشواره زنانه,متفرقه,برند متفرقه
4821058.0,گل طبیعی سانسوریا کرواتی سبز کد 111,نهال و گیاهان آپارتمانی,متفرقه,"برند متفرقه, قیمت 710000.0 تومان, امتیاز 73.4 از 12.0 نظر, موجود در انبار"
13302122.0,دستبند سلین کالا مدل سنگ عقیق سرخ اسپرت کد 114,دستبند زنانه و مردانه,سلین کالا,"برند سلین کالا, قیمت 2100000.0 تومان, امتیاز 90.0 از 2.0 نظر, موجود در انبار"
7521288.0,میکروفن بی سیم مدل Type C Receiver Port,میکروفون حرفه‌ای,متفرقه,"برند متفرقه, قیمت 3300000.0 تومان, امتیاز 57.8 از 18.0 نظر, موجود در انبار"
17863490.0,کت زنانه مدل CC202,کت رسمی زنانه,متفرقه,"برند متفرقه, قیمت 9500000.0 تومان, امتیاز 87.6 از 19.0 نظر, موجود در انبار"
11158470.0,کاور قاب گارد مدل فانتزی مناسب برای گوشی موبایل سامسونگ galaxy a71,کیف و کاور گوشی,متفرقه,برند متفرقه
1049192.0,کاور ژله ای مدل ultra thin مناسب برای گوشی موبایل سامسونگ j7 prime,کیف و کاور گوشی,متفرقه,"برند متفرقه, امتیاز 79.8 از 423.0 نظر"
11877122.0,کاور اگزوز موتور سیکلت مدل NVX150 مناسب برای ان وی ایکس آیروکس,سایر لوازم جانبی موتور سیکلت,متفرقه,"برند متفرقه, قیمت 4228900.0 تومان, امتیاز 83.8 از 37.0 نظر, موجود در انبار, دیجی‌پلاس"
1059528.0,دمنوش کیسه ای هرمی اولانگ سبز فلوریست بسته 21 عددی,دمنوش,فلوریست,"برند فلوریست, قیمت 2142000.0 تومان, امتیاز 87.6 از 8.0 نظر, موجود در انبار, دیجی‌پلاس"
427710.0,اجاق سفری پریموس مدل Gravity,اجاق و ظرف سفری,پریموس,برند پریموس
10461064.0,کاور لوکسار مدل Carbon Fiber مناسب برای گوشی موبایل سامسونگ Galaxy A14,کیف و کاور گوشی,لوکسار,"برند لوکسار, امتیاز 92.0 از 62.0 نظر"
5347598.0,فنجان مدل دوجداره دسته دار کد ۹۱ بسته ۴ عددی,لیوان و فنجان,متفرقه,"برند متفرقه, قیمت 10000000.0 تومان, امتیاز 90.0 از 2.0 نظر, موجود در انبار, دیجی‌پلاس"
3693404.0,نوار بهداشتی پنبه ریز مدل لطیف سایز L خیلی نازک بسته 10 عددی,نوار بهداشتی,پنبه ریز,"برند پنبه ریز, قیمت 608000.0 تومان, امتیاز 87.0 از 21248.0 نظر, موجود در انبار, ارسال سریع, دیجی‌پلاس"
766574.0,تبدیل دسته بازی پلی استیشن 2 به کامپیوتر مدل U-700,لوازم جانبی کنسول بازی,متفرقه,"برند متفرقه, امتیاز 68.0 از 121.0 نظر"
12381518.0,ساختنی مدل ماکت چوبی ماشین فرمول یک کد M77,ساختنی,متفرقه,"برند متفرقه, قیمت 1764000.0 تومان, موجود در انبار"
898026.0,جاکلیدی کمری مدل tactic,جاکلیدی زنانه و مردانه,متفرقه,"برند متفرقه, امتیاز 76.0 از 15.0 نظر"
5044183.0,گلگیر جلو و عقب دوچرخه مدل FX12,قطعات دوچرخه,متفرقه,"برند متفرقه, قیمت 1170000.0 تومان, امتیاز 77.2 از 539.0 نظر, موجود در انبار"
3829603.0,کابل تبدیل USB به لایتنینگ اپیمکس مدل EC - 12 طول 1.2 متر ,کابل شارژ و مبدل,متفرقه,"برند متفرقه, امتیاز 88.6 از 14.0 نظر"
3665333.0,گل مصنوعی مدل برگ رونده,گل و گلدان,متفرقه,"برند متفرقه, امتیاز 40.0 از 1.0 نظر"
882196.0,پایه دیواری تلویزیون تی وی جک مدل W6 مناسب برای تلوزیون 55 تا 85 اینچ,پایه دیواری و سقفی,تی وی جک,"برند تی وی جک, قیمت 21000000.0 تومان, امتیاز 79.0 از 214.0 نظر, موجود در انبار"
3060898.0,مجموعه 72 عددی تم تولد طرح ال او ال,ابزار مهمانی,متفرقه,"برند متفرقه, امتیاز 75.0 از 4.0 نظر"
440003.0,بازی فکری جنگا عود مدل شماره دار,بازی فکری,عود,"برند عود, قیمت 1650000.0 تومان, امتیاز 69.4 از 66.0 نظر, موجود در انبار"
10034213.0,میز تحریر مدل تاشو کد 30-40-60,میز تحریر,متفرقه,"برند متفرقه, امتیاز 80.0 از 7.0 نظر"
14337525.0,چراغ راهنما موتورسیکلت مدل GTO مناسب برای کاوازاکی 125 بسته 4 عددی,چراغ موتور سیکلت,متفرقه,"برند متفرقه, امتیاز 100.0 از 1.0 نظر"
11777130.0,پایه نگهدارنده لپ تاپ مدل Laptop Stand S500 Wiwu,استند و پایه خنک‌کننده,ویوو,"برند ویوو, امتیاز 64.4 از 9.0 نظر"
8827352.0,کیف رودوشی دخترانه مدل بستنی,کیف دخترانه,متفرقه,"برند متفرقه, امتیاز 100.0 از 1.0 نظر"
760181.0,پارک سگ مدل S12,لانه و قفس نگهداری حیوانات,متفرقه,"برند متفرقه, قیمت 6500000.0 تومان, امتیاز 82.8 از 112.0 نظر, موجود در انبار"
9252274.0,ساق پا ورزشی زنانه مدل 110BK,اکسسوری ورزشی زنانه,متفرقه,"برند متفرقه, قیمت 1520000.0 تومان, امتیاز 70.0 از 4.0 نظر, موجود در انبار"
2196911.0,انیمیشن اسلاگترا 1 اثر جان استولتز نشر پخش دنیای هنر,پویا نمایی (انیمیشن),پخش دنیای هنر,"برند پخش دنیای هنر, امتیاز 100.0 از 3.0 نظر"
7216687.0,برچسب پوششی گیگا کاور مدل Blue army fullskin مناسب برای گوشی موبایل اپل iPhone 12 pro max,کیف و کاور گوشی,گیگا کاور,برند گیگا کاور
3397970.0,ماشین بازی کنترلی مدل joystoy,ماشین بازی,متفرقه,"برند متفرقه, قیمت 7791200.0 تومان, امتیاز 73.8 از 97.0 نظر, موجود در انبار"
1800133.0,لیور دنده مدل L2 مناسب برای پراید,جلوبندی و تعلیق,متفرقه,"برند متفرقه, قیمت 6850000.0 تومان, امتیاز 88.2 از 10.0 نظر, موجود در انبار"
6363240.0,رینگ لایت مدل Mr.Lei,نور ثابت,متفرقه,برند متفرقه
13350642.0,میز ناهارخوری مدل ژاپنی M20 تاشو,میز ناهارخوری,متفرقه,"برند متفرقه, قیمت 13690000.0 تومان, امتیاز 88.8 از 122.0 نظر, موجود در انبار"
7921773.0, ظرف سفری مدل هندی کدCM12,اجاق و ظرف سفری,متفرقه,"برند متفرقه, امتیاز 80.0 از 12.0 نظر"
1765544.0,واشر اورینگ بوش پیستون کد 4-2527358 مناسب برای پژو 405‌ بسته 8 عددی,واشر و کاسه نمد,متفرقه,"برند متفرقه, قیمت 450000.0 تومان, امتیاز 81.2 از 17.0 نظر, موجود در انبار"
6575098.0,موتور برق بنزینی هوندا مدل EU22i,موتور برق,هوندا,برند هوندا
4189438.0,برچسب طرح اسب تک شاخ کد ST R,کاغذ,متفرقه,"برند متفرقه, قیمت 360000.0 تومان, امتیاز 72.8 از 11.0 نظر, موجود در انبار"
9233886.0,گردنبند مدل ین و یانگ,گردنبند زنانه و مردانه,متفرقه,"برند متفرقه, امتیاز 80.0 از 3.0 نظر"
7291061.0,ترموستات عظام کد 8008 مناسب برای پژو 405,ترموستات,عظام,"برند عظام, قیمت 6065000.0 تومان, امتیاز 75.2 از 53.0 نظر, موجود در انبار, دیجی‌پلاس"
11700902.0,کاور بادیگارد مدل BatMan مناسب برای گوشی موبایل شیائومی Mi 13 Lite,کیف و کاور گوشی,بادیگارد,"برند بادیگارد, قیمت 1450000.0 تومان, امتیاز 71.8 از 19.0 نظر, موجود در انبار"
13928307.0,تی‌شرت زنانه مدل یقه گرد نخی طرح قلب رنگ مشکی,تاپ و تی‌شرت راحتی زنانه,متفرقه,برند متفرقه
5710566.0,شارژر دیواری  مدل N73,شارژر تبلت و موبایل,متفرقه,"برند متفرقه, قیمت 1120000.0 تومان, امتیاز 50.0 از 6.0 نظر, موجود در انبار"
1032941.0,گردنبند نقره طرح چشم و نظر کد FL 148,گردنبند نقره زنانه,متفرقه,"برند متفرقه, امتیاز 80.8 از 49.0 نظر"
4742955.0,مجموعه 24 عددی آچار و سری بکس سیموند کد 1112,آچار,متفرقه,"برند متفرقه, امتیاز 35.0 از 4.0 نظر"
679780.0,ست اسباب بازی قصر پونی مدل My Little Pony Prince Twilight,آشنایی با فنون,هاسبرو,برند هاسبرو
7056115.0,کوله پشتی لوازم کودک کوکالو مدل خرگوش,ساک لوازم کودک و نوزاد,متفرقه,"برند متفرقه, امتیاز 83.4 از 6.0 نظر"
10152388.0,مایع تمیز کننده قهوه ساز دلونگی مدل ECODECALK mini,لوازم جانبی و مصرفی نوشیدنی‌ساز,دلونگی,"برند دلونگی, قیمت 5300000.0 تومان, امتیاز 78.6 از 142.0 نظر, موجود در انبار"
13086217.0,کش مو دخترانه مدل  میکی موس طرح گلهای بهاری كد KSH594,زیور آلات مو دخترانه,متفرقه,برند متفرقه
9131978.0,پخش کننده خودرو ناکامیچی مدل NQ523BD,دستگاه پخش خودرو,متفرقه,"برند متفرقه, امتیاز 89.0 از 11.0 نظر"
1708165.0,آچار چرخ هایکو کد 10 سایز 17 میلی متر,آچار,متفرقه,برند متفرقه
6346380.0,هودی دخترانه مدل خرگوش F05 رنگ زرد,سویشرت و هودی دخترانه,متفرقه,"برند متفرقه, قیمت 3490000.0 تومان, امتیاز 72.4 از 13.0 نظر, موجود در انبار"
6562669.0,استپر موتور جهان پارت کد 140302 مناسب برای پراید,استپر موتور و پتانسیومتر,جهان پارت آریا,"برند جهان پارت آریا, قیمت 5532000.0 تومان, امتیاز 80.0 از 18.0 نظر, موجود در انبار"
6861239.0,دستگیره کمکی مدل VS120,دستگیره کمکی,متفرقه,"برند متفرقه, امتیاز 91.6 از 69.0 نظر"
5475992.0, چرخدنده موتور پهپاد مدل 9 گام بسته 4 عددی,لوازم جانبی گجت,متفرقه,"برند متفرقه, قیمت 750000.0 تومان, امتیاز 82.0 از 71.0 نظر, موجود در انبار"
14771158.0,محافظ لنز دوربین لجند مدل نانوگلس مناسب برای گوشی موبایل سامسونگ Galaxy A15,محافظ لنز گوشی موبایل,متفرقه,"برند متفرقه, قیمت 310000.0 تومان, امتیاز 32.4 از 8.0 نظر, موجود در انبار"
1659864.0,تی شرت ورزشی مردانه طرح تیم ملی پرتغال کد P01,تی شرت ورزشی مردانه,متفرقه,برند متفرقه
2326904.0,تفنگ بازی طرح کلاشینکف مدل A.m02,تفنگ,متفرقه,"برند متفرقه, امتیاز 55.6 از 23.0 نظر"
1529074.0,لیوان میکسر اتوماتیک الکتریکی مدل SS-MUG,لیوان و فنجان,متفرقه,"برند متفرقه, قیمت 3500000.0 تومان, امتیاز 72.2 از 133.0 نظر, موجود در انبار"
5825888.0,سرم دور چشم کاریته مدل hyaluronic حجم 18 میلی لیتر,کرم دور چشم,متفرقه,"برند متفرقه, امتیاز 72.4 از 13.0 نظر"
179158.0,فلوت کلیددار یاماها مدل YFL-212,فلوت کلیددار,یاماها,"برند یاماها, امتیاز 80.0 از 2.0 نظر"
9763788.0,تبدیل آرمیچر به دستگاه پولیش مدل 5mm,لوازم یدکی ابزار برقی,متفرقه,"برند متفرقه, قیمت 2612500.0 تومان, امتیاز 73.4 از 3.0 نظر, موجود در انبار"
8133904.0,ساعت مچی عقربه‌ای مردانه اینویکتا مدل زئوس,ساعت عقربه ای مردانه,اینویکتا,"برند اینویکتا, قیمت 40000000.0 تومان, امتیاز 53.4 از 6.0 نظر, موجود در انبار, دیجی‌پلاس"
13496875.0,کاور مدل magsafe کد 25 مناسب برای گوشی موبایل سامسونگ GALAXY S23 FE,کیف و کاور گوشی,متفرقه,"برند متفرقه, امتیاز 80.6 از 116.0 نظر"
5080783.0,قفسه مدل سوپری 5 طبقه 2.5 متری سایز 80x25 سانتی متر,کمد فایل و قفسه اداری,متفرقه,"برند متفرقه, قیمت 16850000.0 تومان, موجود در انبار"
7141511.0,کتاب کوچینگ کارکنان اثر رابرت وبلدینگ انتشارات اندیشه احسان,کتاب علوم اجتماعی,انتشارات اندیشه احسان,برند انتشارات اندیشه احسان
8653972.0,"کتاب Paris: Through a Fashion Eye اثر Megan Hess انتشارات
هاردی گرنت",کتاب چاپی غیر فارسی,انتشارات هاردی گرنت,"برند انتشارات هاردی گرنت, امتیاز 100.0 از 1.0 نظر"
12327489.0,قالب شمع مدل خرس تدی  مجموعه 2 عددی,ابزار و ملزومات هنرهای تجسمی,متفرقه,"برند متفرقه, قیمت 1600000.0 تومان, امتیاز 80.2 از 375.0 نظر, موجود در انبار"
3664818.0,فرز انگشتی سیلور مدل GT-DG180,فرز و سنگ رومیزی,سیلور,"برند سیلور, قیمت 22940000.0 تومان, امتیاز 81.4 از 14.0 نظر, موجود در انبار, دیجی‌پلاس"
667372.0,سوزن تست قند خون امپرور مدل 30G,سوزن تست قند خون,متفرقه,"برند متفرقه, قیمت 590000.0 تومان, امتیاز 86.4 از 1318.0 نظر, موجود در انبار, دیجی‌پلاس"
13810500.0,ماشین اصلاح موی صورت وی جی ار مدل V-981,اصلاح موی صورت,وی جی ار,"برند وی جی ار, قیمت 6311500.0 تومان, امتیاز 77.4 از 358.0 نظر, موجود در انبار"
7079926.0,جک خودرو چیکال مدل CH-J 010 مناسب برای پیکان  ظرفیت 850 کیلو گرم,جک خودرو,چیکال,"برند چیکال, امتیاز 82.0 از 29.0 نظر"
3192113.0,لامپ رشته ای 100 وات پارس شهاب مدل Sm10 پایه E27,لامپ و چراغ,پارس شهاب,"برند پارس شهاب, امتیاز 79.8 از 964.0 نظر"
12170296.0,کاور مدل M8 مناسب برای کیس هندزفری بی سیم انکر R50i,کیف و کاور هدفون,متفرقه,"برند متفرقه, قیمت 1170000.0 تومان, امتیاز 84.0 از 770.0 نظر, موجود در انبار, دیجی‌پلاس"
3005523.0,لنت ترمز  موتور سیکلت کاوان مدل k2590 مناسب برای هوندا,لنت ترمز موتورسیکلت,متفرقه,"برند متفرقه, امتیاز 60.0 از 2.0 نظر"
2821654.0,لامپ ال ای دی 15 وات ساروز مدل e101 پایه E27,لامپ,ساروز,برند ساروز
4223032.0,نور ثابت ال ای دی مدل   LF-Y500,نور ثابت,متفرقه,"برند متفرقه, امتیاز 70.0 از 4.0 نظر"
2455571.0,برگر 70 درصد گوشت مرغ کیمبال - 500 گرم,غذای نیمه آماده یخچالی و منجمد,کیمبال,برند کیمبال
14016907.0,شمش طلا 24 عیار مدوپد مدل SH10038,شمش و پلاک طلا,مدوپد,برند مدوپد
1493378.0,آرم جلو خودرو مدل 003 مناسب برای رنو L90,آرم و برچسب خودرو,متفرقه,"برند متفرقه, امتیاز 74.0 از 100.0 نظر"
714922.0,کرم ضدآفتاب و ضدلک بی‌رنگ لافارر مدل SPF30، مناسب پوست‌های خشک و معمولی، حجم 40 میلی‌لیتر,کرم ضد آفتاب,لافارر,"برند لافارر, قیمت 3299000.0 تومان, امتیاز 86.2 از 7979.0 نظر, موجود در انبار, دیجی‌پلاس"
5356716.0,محافظ صفحه نمایش بادیگارد مدل Mi6 مناسب برای ساعت هوشمند شیائومی Mi Band 6,لوازم جانبی ساعت و مچ بند هوشمند,بادیگارد,"برند بادیگارد, قیمت 750000.0 تومان, امتیاز 76.0 از 1171.0 نظر, موجود در انبار"
1557811.0,کرم ترک دست و پا دکتر ژیلا مدل anti chap حجم 50 میلی لیتر,کرم ترک پا,دکتر ژیلا,"برند دکتر ژیلا, قیمت 1196800.0 تومان, امتیاز 87.6 از 4950.0 نظر, موجود در انبار"
